Speed (km/h),Elapsed time (s),Longitudinal acceleration (g)
22.07,470.0,-1.46
21.94,470.01,-0.38
21.79,470.02,-0.43
21.13,470.03,-1.87
21.37,470.04,0.69
22.29,470.05,2.6
22.3,470.06,0.04
22.52,470.07,0.62
22.29,470.08,-0.66
22.66,470.09,1.04
22.8,470.1,0.41
22.94,470.11,0.39
23.55,470.12,1.73
23.57,470.13,0.05
23.89,470.14,0.92
23.71,470.15,-0.52
22.7,470.16,-2.86
22.25,470.17,-1.27
22.58,470.18,0.93
23.34,470.19,2.15
23.17,470.2,-0.49
22.08,470.21,-3.08
22.37,470.22,0.82
22.85,470.23,1.37
22.87,470.24,0.06
23.36,470.25,1.39
23.15,470.26,-0.58
23.24,470.27,0.25
24.06,470.28,2.32
23.73,470.29,-0.94
23.25,470.3,-1.36
23.63,470.31,1.1
24.41,470.32,2.21
24.33,470.33,-0.25
24.02,470.34,-0.88
24.39,470.35,1.05
23.59,470.36,-2.25
23.3,470.37,-0.82
23.81,470.38,1.44
23.51,470.39,-0.85
23.2,470.4,-0.9
23.22,470.41,0.06
22.57,470.42,-1.83
23.83,470.43,3.58
24.76,470.44,2.62
25.2,470.45,1.24
25.37,470.46,0.49
24.62,470.47,-2.12
24.51,470.48,-0.31
23.48,470.49,-2.92
22.93,470.5,-1.57
22.55,470.51,-1.07
22.57,470.52,0.05
23.27,470.53,2.0
24.11,470.54,2.38
24.99,470.55,2.5
24.73,470.56,-0.76
23.64,470.57,-3.08
23.49,470.58,-0.42
23.62,470.59,0.38
22.84,470.6,-2.23
23.03,470.61,0.56
24.15,470.62,3.15
24.34,470.63,0.56
24.88,470.64,1.53
25.24,470.65,1.01
25.66,470.66,1.2
26.36,470.67,1.97
25.28,470.68,-3.07
24.51,470.69,-2.16
23.88,470.7,-1.78
23.14,470.71,-2.11
22.41,470.72,-2.06
22.0,470.73,-1.16
21.94,470.74,-0.17
22.54,470.75,1.69
23.17,470.76,1.78
23.11,470.77,-0.15
23.14,470.78,0.07
24.47,470.79,3.78
25.81,470.8,3.79
25.93,470.81,0.35
25.3,470.82,-1.79
25.38,470.83,0.21
26.48,470.84,3.14
26.12,470.85,-1.04
25.15,470.86,-2.73
24.82,470.87,-0.94
25.01,470.88,0.54
24.93,470.89,-0.23
26.0,470.9,3.02
26.34,470.91,0.99
26.38,470.92,0.1
25.38,470.93,-2.84
25.29,470.94,-0.24
25.19,470.95,-0.28
24.77,470.96,-1.2
24.63,470.97,-0.39
24.29,470.98,-0.97
24.69,470.99,1.15
